,docket,link
1421,627-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/627-2-19.json
1422,698-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/698-2-19.json
1423,613-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/613-2-19.json
1424,612-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/612-2-19.json
1425,690-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/690-2-19.json
1426,1022-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1022-3-19.json
1427,1006-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1006-3-19.json
1428,1122-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1122-3-19.json
1429,1262-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1262-4-19.json
1430,1204-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1204-4-19.json
1431,1943-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1943-6-19.json
1432,2344-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2344-6-19.json
1433,2342-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2342-7-19.json
1434,2366-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2366-7-19.json
1435,2797-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2797-8-19.json
1436,2796-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2796-8-19.json
1437,3320-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3320-9-19.json
1438,3317-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3317-9-19.json
1439,3526-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3526-10-19.json
1440,4371-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4371-12-19.json
1441,686-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/686-2-20.json
1442,889-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/889-3-20.json
1443,884-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/884-3-20.json
1444,941-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/941-3-20.json
1445,1000-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1000-3-20.json
1446,987-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/987-3-20.json
1447,986-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/986-3-20.json
1448,1240-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1240-5-20.json
1449,1239-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1239-5-20.json
1450,1238-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1238-5-20.json
1451,1290-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1290-5-20.json
1452,1282-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1282-5-20.json
1453,1334-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1334-5-20.json
1454,1618-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1618-7-20.json
1455,854-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/854-3-20.json
1456,2455-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2455-7-19.json
1457,3123-9-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3123-9-17.json
1458,1907-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1907-8-20.json
1459,886-3-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/886-3-17.json
1460,1298-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1298-5-20.json
1461,1493-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1493-6-20.json
1462,803-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/803-3-20.json
1463,3279-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3279-9-19.json
1464,3278-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3278-9-19.json
1465,1482-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1482-4-19.json
1466,1210-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1210-5-20.json
1467,1707-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1707-7-20.json
1468,1114-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1114-4-20.json
1469,2668-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2668-8-19.json
1470,3210-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3210-9-19.json
1471,3617-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3617-10-19.json
1472,4216-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4216-12-19.json
1473,10-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/10-1-20.json
1474,1446-4-16,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1446-4-16.json
1475,1595-5-16,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1595-5-16.json
1476,2063-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2063-6-19.json
1477,3014-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3014-8-19.json
1478,3947-12-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3947-12-18.json
1479,824-3-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/824-3-18.json
1480,1781-6-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1781-6-18.json
1481,435-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/435-2-19.json
1482,436-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/436-2-19.json
1483,628-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/628-2-19.json
1484,1201-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1201-4-19.json
1485,1645-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1645-5-19.json
1486,2082-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2082-5-19.json
1487,1804-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1804-5-19.json
1488,2009-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2009-6-19.json
1489,2359-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2359-7-19.json
1490,2815-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2815-8-19.json
1491,3960-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3960-11-19.json
1492,1983-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1983-6-19.json
1493,163-6-19,
1494,3002-9-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3002-9-18.json
1495,3062-9-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3062-9-18.json
1496,3260-10-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3260-10-18.json
1497,4126-12-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4126-12-18.json
1498,2299-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2299-7-19.json
1499,4301-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4301-12-19.json
1500,540-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/540-2-20.json
1501,701-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/701-2-20.json
1502,1022-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1022-3-20.json
1503,1177-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1177-4-20.json
1504,1524-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1524-6-20.json
1505,1527-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1527-7-20.json
1506,1763-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1763-7-20.json
1507,1987-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1987-8-20.json
1508,1294-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1294-5-20.json
1509,1899-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1899-8-20.json
1510,1560-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1560-7-20.json
1511,1588-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1588-7-20.json
1512,1980-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1980-8-20.json
1513,1981-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1981-8-20.json
1514,1984-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1984-8-20.json
1515,3383-10-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3383-10-18.json
1516,2880-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2880-8-19.json
1517,3840-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3840-11-19.json
1518,1427-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1427-6-20.json
1519,2698-8-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2698-8-17.json
1520,364-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/364-1-20.json
1521,3760-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3760-10-19.json
1522,293-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/293-1-20.json
1523,4199-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4199-12-19.json
1524,159-1-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/159-1-19.json
1525,2800-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2800-8-19.json
1526,710-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/710-2-20.json
1527,736-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/736-2-20.json
1528,1060-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1060-3-20.json
1529,2822-8-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2822-8-17.json
1530,3059-9-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3059-9-17.json
1531,1571-5-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1571-5-18.json
1532,267-1-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/267-1-19.json
1533,1821-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1821-8-20.json
1534,3108-9-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3108-9-18.json
1535,817-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/817-3-20.json
1536,396-1-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/396-1-19.json
1537,708-2-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/708-2-19.json
1538,1465-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1465-4-19.json
1539,1655-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1655-5-19.json
1540,1850-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1850-5-19.json
1541,1905-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1905-6-19.json
1542,2406-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2406-7-19.json
1543,2766-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2766-8-19.json
1544,2811-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2811-8-19.json
1545,2968-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2968-8-19.json
1546,3090-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3090-9-19.json
1547,3096-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3096-9-19.json
1548,3815-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3815-10-19.json
1549,311-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/311-1-20.json
1550,497-1-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/497-1-20.json
1551,938-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/938-3-20.json
1552,979-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/979-3-20.json
1553,1127-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1127-4-20.json
1554,4281-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4281-12-19.json
1555,4159-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4159-12-19.json
1556,385-12-19,
1557,3252-9-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3252-9-19.json
1558,279-9-19,
1559,1280-4-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1280-4-19.json
1560,2388-7-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2388-7-19.json
1561,4332-12-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4332-12-19.json
1562,610-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/610-2-20.json
1563,2385-7-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2385-7-18.json
1564,1883-5-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1883-5-19.json
1565,1977-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1977-6-19.json
1566,3525-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3525-10-19.json
1567,3777-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3777-10-19.json
1568,3616-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3616-10-19.json
1569,2788-8-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2788-8-19.json
1570,1533-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1533-7-20.json
1571,1542-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1542-7-20.json
1572,425-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/425-2-20.json
1573,544-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/544-2-20.json
1574,1118-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1118-4-20.json
1575,1195-4-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1195-4-20.json
1576,756-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/756-2-20.json
1577,757-2-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/757-2-20.json
1578,894-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/894-3-20.json
1579,1002-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1002-3-20.json
1580,1219-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1219-5-20.json
1581,1485-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1485-6-20.json
1582,1615-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1615-7-20.json
1583,3652-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3652-10-19.json
1584,1587-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1587-7-20.json
1585,2046-6-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2046-6-17.json
1586,2956-8-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2956-8-17.json
1587,3551-10-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3551-10-17.json
1588,4184-12-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4184-12-17.json
1589,4313-12-17,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4313-12-17.json
1590,14-1-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/14-1-18.json
1591,224-1-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/224-1-18.json
1592,246-1-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/246-1-18.json
1593,702-3-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/702-3-18.json
1594,1009-4-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1009-4-18.json
1595,1643-5-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1643-5-18.json
1596,1566-6-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1566-6-18.json
1597,1874-6-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1874-6-18.json
1598,1546-6-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1546-6-18.json
1599,2161-7-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2161-7-18.json
1600,2683-8-18,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2683-8-18.json
1601,1471-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1471-6-20.json
1602,3462-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3462-10-19.json
1603,1246-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1246-5-20.json
1604,1274-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1274-5-20.json
1605,1401-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1401-6-20.json
1606,1725-7-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1725-7-20.json
1607,1013-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1013-3-19.json
1608,1494-6-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1494-6-20.json
1609,1010-3-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1010-3-20.json
1610,1230-5-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1230-5-20.json
1611,1932-8-20,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/1932-8-20.json
1612,983-3-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/983-3-19.json
1613,2142-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2142-6-19.json
1614,2143-6-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/2143-6-19.json
1615,3596-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3596-10-19.json
1616,4001-11-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4001-11-19.json
1617,3633-10-19,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/3633-10-19.json
1618,4088-9-07,https://raw.githubusercontent.com/codeforbtv/court-calendars/lj_2020-12-22/2021-01-15/chittenden_criminal/4088-9-07.json
